my_char,enemy_char,my_hp,enemy_hp,my_cd,enemy_cd,my_ability3,enemy_ability3,action,win
2,1,6,4,1,0,1,0,2,1
2,1,5,4,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,0
2,1,6,8,1,1,1,0,1,0
2,1,5,5,1,0,1,0,2,0
2,1,3,5,0,1,0,0,3,0
2,1,3,6,1,0,0,0,1,0
2,1,10,12,1,1,1,1,1,1
2,1,9,8,1,0,1,1,2,1
2,1,8,8,1,1,1,1,1,1
2,1,6,5,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,8,7,1,1,1,0,1,1
2,1,7,5,1,0,1,0,2,1
2,1,5,5,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,8,9,1,1,1,0,1,1
2,1,7,5,1,0,1,0,2,1
2,1,5,5,1,1,1,0,1,1
2,1,4,2,1,0,1,0,2,1
2,1,3,2,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,10,8,1,0,1,1,2,1
2,1,8,8,1,1,1,1,1,1
2,1,5,5,1,1,1,0,1,1
2,1,4,3,1,0,1,0,2,1
2,1,3,3,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,9,8,1,1,1,0,1,1
2,1,8,6,1,0,1,0,2,1
2,1,7,6,1,1,1,0,1,1
2,1,6,3,1,0,1,0,2,1
2,1,5,3,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,8,9,1,1,1,0,1,1
2,1,7,6,1,0,1,0,2,1
2,1,5,6,1,1,1,0,1,1
2,1,4,2,1,0,1,0,2,1
2,1,3,2,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,8,8,1,0,1,1,2,1
2,1,7,8,1,1,1,1,1,1
2,1,6,5,1,0,1,1,2,1
2,1,5,5,1,1,1,1,1,1
2,1,4,2,1,0,1,1,2,1
2,1,3,2,1,1,1,1,1,1
2,1,10,12,1,1,1,1,1,1
2,1,8,9,1,1,1,0,1,1
2,1,7,6,1,0,1,0,2,1
2,1,6,6,1,1,1,0,1,1
2,1,5,3,1,0,1,0,2,1
2,1,4,3,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,9,10,1,0,1,1,2,1
2,1,7,10,1,1,1,1,1,1
2,1,6,6,1,0,1,1,2,1
2,1,4,6,1,1,1,1,1,1
2,1,3,4,1,0,0,1,3,1
2,1,3,4,1,1,0,1,1,1
2,1,10,12,1,1,1,1,1,1
2,1,7,7,1,1,1,0,1,1
2,1,6,4,1,0,1,0,2,1
2,1,5,4,1,1,1,0,1,1
2,1,4,2,1,0,1,0,2,1
2,1,3,2,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,8,8,1,1,1,0,1,1
2,1,7,4,1,0,1,0,2,1
2,1,5,4,1,1,1,0,1,1
2,1,4,2,1,0,1,0,2,1
2,1,3,2,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,6,7,1,1,1,0,1,1
2,1,5,5,1,0,1,0,2,1
2,1,4,5,1,1,1,0,1,1
2,1,3,2,1,0,0,0,3,1
2,1,3,2,1,1,0,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,9,10,1,0,1,1,2,1
2,1,7,10,1,1,1,1,1,1
2,1,4,5,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,0
2,1,8,8,1,0,1,1,2,0
2,1,6,8,1,1,1,1,1,0
2,1,5,6,1,0,1,1,2,0
2,1,4,6,1,1,1,1,1,0
2,1,10,12,1,1,1,1,1,1
2,1,6,8,1,1,1,0,1,1
2,1,5,4,1,0,1,0,2,1
2,1,4,4,1,1,1,0,1,1
2,1,3,2,1,0,0,0,3,1
2,1,3,2,1,1,0,0,1,1
2,1,9,12,1,1,1,1,1,0
2,1,8,10,1,0,1,1,2,0
2,1,6,10,1,1,1,1,1,0
2,1,2,5,0,1,0,0,3,0
2,1,2,6,1,0,0,0,1,0
2,1,9,12,1,1,1,1,1,1
2,1,7,9,1,1,1,0,1,1
2,1,6,7,1,0,1,0,2,1
2,1,5,7,1,1,1,0,1,1
2,1,4,3,1,0,1,0,2,1
2,1,3,3,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,10,8,1,0,1,1,2,1
2,1,9,8,1,1,1,1,1,1
2,1,7,5,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,5,7,1,1,1,0,1,1
2,1,4,4,1,0,1,0,2,1
2,1,3,4,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,0
2,1,8,9,1,0,1,1,2,0
2,1,6,9,1,1,1,1,1,0
2,1,5,6,1,0,1,1,2,0
2,1,4,6,1,1,1,1,1,0
2,1,11,12,1,1,1,1,1,1
2,1,9,9,1,1,1,0,1,1
2,1,8,5,1,0,1,0,2,1
2,1,6,5,1,1,1,0,1,1
2,1,5,2,1,0,1,0,2,1
2,1,4,2,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,7,7,1,1,1,0,1,1
2,1,6,5,1,0,1,0,2,1
2,1,4,5,1,1,1,0,1,1
2,1,3,2,1,0,0,0,3,1
2,1,3,2,1,1,0,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,9,8,1,0,1,1,2,1
2,1,8,8,1,1,1,1,1,1
2,1,7,6,1,0,1,1,2,1
2,1,5,6,1,1,1,1,1,1
2,1,4,3,1,0,1,1,2,1
2,1,3,3,1,1,1,1,1,1
2,1,11,12,1,1,1,1,1,1
2,1,9,7,1,1,1,0,1,1
2,1,8,4,1,0,1,0,2,1
2,1,7,4,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,7,7,1,1,1,0,1,1
2,1,6,5,1,0,1,0,2,1
2,1,5,5,1,1,1,0,1,1
2,1,4,2,1,0,1,0,2,1
2,1,2,2,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,5,8,1,1,1,0,1,1
2,1,4,4,1,0,1,0,2,1
2,1,2,4,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,7,9,1,1,1,0,1,1
2,1,6,6,1,0,1,0,2,1
2,1,5,6,1,1,1,0,1,1
2,1,4,2,1,0,1,0,2,1
2,1,3,2,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,8,10,1,0,1,1,2,1
2,1,7,10,1,1,1,1,1,1
2,1,5,5,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,0
2,1,5,9,1,1,1,0,1,0
2,1,4,6,1,0,1,0,2,0
2,1,3,6,0,1,0,0,3,0
2,1,3,7,1,0,0,0,1,0
2,1,10,12,1,1,1,1,1,1
2,1,8,7,1,1,1,0,1,1
2,1,7,5,1,0,1,0,2,1
2,1,5,5,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,7,9,1,1,1,0,1,1
2,1,6,7,1,0,1,0,2,1
2,1,4,7,1,1,1,0,1,1
2,1,3,4,1,0,0,0,3,1
2,1,3,4,1,1,0,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,7,9,1,1,1,0,1,1
2,1,6,5,1,0,1,0,2,1
2,1,5,5,1,1,1,0,1,1
2,1,4,3,1,0,1,0,2,1
2,1,3,3,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,7,8,1,1,1,0,1,1
2,1,6,6,1,0,1,0,2,1
2,1,5,6,1,1,1,0,1,1
2,1,4,2,1,0,1,0,2,1
2,1,3,2,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,10,10,1,0,1,1,2,1
2,1,8,10,1,1,1,1,1,1
2,1,7,8,1,0,1,1,2,1
2,1,6,8,1,1,1,1,1,1
2,1,5,4,1,0,1,1,2,1
2,1,3,4,1,1,1,1,1,1
2,1,1,1,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,10,10,1,0,1,1,2,1
2,1,9,10,1,1,1,1,1,1
2,1,7,5,1,1,1,0,1,1
2,1,6,2,1,0,1,0,2,1
2,1,5,2,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,7,9,1,1,1,0,1,1
2,1,6,5,1,0,1,0,2,1
2,1,5,5,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,0
2,1,10,10,1,0,1,1,2,0
2,1,9,10,1,1,1,1,1,0
2,1,8,8,1,0,1,1,2,0
2,1,7,8,1,1,1,1,1,0
2,1,3,5,0,1,0,0,3,0
2,1,3,6,1,0,0,0,1,0
2,1,11,12,1,1,1,1,1,1
2,1,7,8,1,1,1,0,1,1
2,1,6,4,1,0,1,0,2,1
2,1,4,4,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,6,7,1,1,1,0,1,1
2,1,5,5,1,0,1,0,2,1
2,1,4,5,1,1,1,0,1,1
2,1,3,2,1,0,0,0,3,1
2,1,3,2,1,1,0,0,1,1
2,1,10,12,1,1,1,1,1,0
2,1,6,9,1,1,1,0,1,0
2,1,5,6,1,0,1,0,2,0
2,1,3,6,0,1,0,0,3,0
2,1,3,7,1,0,0,0,1,0
2,1,10,12,1,1,1,1,1,0
2,1,9,10,1,0,1,1,2,0
2,1,8,10,1,1,1,1,1,0
2,1,7,8,1,0,1,1,2,0
2,1,5,8,1,1,1,1,1,0
2,1,3,5,0,1,0,0,3,0
2,1,3,6,1,0,0,0,1,0
2,1,11,12,1,1,1,1,1,1
2,1,10,8,1,0,1,1,2,1
2,1,9,8,1,1,1,1,1,1
2,1,5,4,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,6,7,1,1,1,0,1,1
2,1,5,5,1,0,1,0,2,1
2,1,4,5,1,1,1,0,1,1
2,1,3,3,1,0,0,0,3,1
2,1,3,3,1,1,0,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,6,7,1,1,1,0,1,1
2,1,5,4,1,0,1,0,2,1
2,1,3,4,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,8,9,1,1,1,0,1,1
2,1,7,6,1,0,1,0,2,1
2,1,6,6,1,1,1,0,1,1
2,1,5,4,1,0,1,0,2,1
2,1,4,4,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,8,8,1,1,1,0,1,1
2,1,7,4,1,0,1,0,2,1
2,1,6,4,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,9,8,1,0,1,1,2,1
2,1,8,8,1,1,1,1,1,1
2,1,6,5,1,1,1,0,1,1
2,1,5,2,1,0,1,0,2,1
2,1,3,2,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,10,9,1,0,1,1,2,1
2,1,9,9,1,1,1,1,1,1
2,1,8,5,1,0,1,1,2,1
2,1,7,5,1,1,1,1,1,1
2,1,11,12,1,1,1,1,1,1
2,1,8,8,1,1,1,0,1,1
2,1,7,6,1,0,1,0,2,1
2,1,6,6,1,1,1,0,1,1
2,1,5,3,1,0,1,0,2,1
2,1,4,3,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,0
2,1,6,9,1,1,1,0,1,0
2,1,5,7,1,0,1,0,2,0
2,1,3,7,0,1,0,0,3,0
2,1,3,8,1,0,0,0,1,0
2,1,9,12,1,1,1,1,1,1
2,1,8,10,1,0,1,1,2,1
2,1,7,10,1,1,1,1,1,1
2,1,5,5,1,1,1,0,1,1
2,1,4,2,1,0,1,0,2,1
2,1,2,2,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,8,7,1,1,1,0,1,1
2,1,7,3,1,0,1,0,2,1
2,1,5,3,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,6,7,1,1,1,0,1,1
2,1,5,4,1,0,1,0,2,1
2,1,4,4,1,1,1,0,1,1
2,1,3,2,1,0,0,0,3,1
2,1,3,2,1,1,0,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,9,10,1,0,1,1,2,1
2,1,8,10,1,1,1,1,1,1
2,1,7,8,1,0,1,1,2,1
2,1,6,8,1,1,1,1,1,1
2,1,4,4,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,8,9,1,1,1,0,1,1
2,1,7,5,1,0,1,0,2,1
2,1,5,5,1,1,1,0,1,1
2,1,4,3,1,0,1,0,2,1
2,1,2,3,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,8,8,1,0,1,1,2,1
2,1,7,8,1,1,1,1,1,1
2,1,6,6,1,0,1,1,2,1
2,1,5,6,1,1,1,1,1,1
2,1,2,1,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,6,7,1,1,1,0,1,1
2,1,5,5,1,0,1,0,2,1
2,1,3,5,0,1,0,0,3,1
2,1,3,6,1,0,0,0,1,1
2,1,1,1,1,1,0,0,2,1
2,1,1,2,1,0,0,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,8,8,1,1,1,0,1,1
2,1,7,5,1,0,1,0,2,1
2,1,6,5,1,1,1,0,1,1
2,1,5,3,1,0,1,0,2,1
2,1,4,3,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,6,7,1,1,1,0,1,1
2,1,5,4,1,0,1,0,2,1
2,1,4,4,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,8,8,1,0,1,1,2,1
2,1,7,8,1,1,1,1,1,1
2,1,6,4,1,0,1,1,2,1
2,1,5,4,1,1,1,1,1,1
2,1,9,12,1,1,1,1,1,1
2,1,8,10,1,0,1,1,2,1
2,1,7,10,1,1,1,1,1,1
2,1,6,7,1,0,1,1,2,1
2,1,4,7,1,1,1,1,1,1
2,1,3,5,1,0,0,1,3,1
2,1,3,5,1,1,0,1,1,1
2,1,2,2,1,0,0,1,2,1
2,1,1,2,1,1,0,1,1,1
2,1,10,12,1,1,1,1,1,1
2,1,9,9,1,0,1,1,2,1
2,1,7,9,1,1,1,1,1,1
2,1,4,6,1,1,1,0,1,1
2,1,3,2,1,0,0,0,3,1
2,1,3,2,1,1,0,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,5,8,1,1,1,0,1,1
2,1,4,4,1,0,1,0,2,1
2,1,2,4,1,1,1,0,1,1
2,1,1,2,1,0,0,0,3,1
2,1,1,2,1,1,0,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,8,9,1,1,1,0,1,1
2,1,7,6,1,0,1,0,2,1
2,1,5,6,1,1,1,0,1,1
2,1,4,4,1,0,1,0,2,1
2,1,3,4,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,10,10,1,0,1,1,2,1
2,1,8,10,1,1,1,1,1,1
2,1,5,5,1,1,1,0,1,1
2,1,4,3,1,0,1,0,2,1
2,1,3,3,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,6,8,1,1,1,0,1,1
2,1,5,4,1,0,1,0,2,1
2,1,4,4,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,9,9,1,0,1,1,2,1
2,1,7,9,1,1,1,1,1,1
2,1,6,6,1,0,1,1,2,1
2,1,5,6,1,1,1,1,1,1
2,1,4,2,1,0,1,1,2,1
2,1,2,2,1,1,1,1,1,1
2,1,11,12,1,1,1,1,1,1
2,1,10,8,1,0,1,1,2,1
2,1,9,8,1,1,1,1,1,1
2,1,5,3,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,8,9,1,1,1,0,1,1
2,1,7,7,1,0,1,0,2,1
2,1,5,7,1,1,1,0,1,1
2,1,4,3,1,0,1,0,2,1
2,1,3,3,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,6,7,1,1,1,0,1,1
2,1,5,3,1,0,1,0,2,1
2,1,4,3,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,0
2,1,5,8,1,1,1,0,1,0
2,1,4,6,1,0,1,0,2,0
2,1,3,6,0,1,0,0,3,0
2,1,3,7,1,0,0,0,1,0
2,1,1,3,1,1,0,0,2,0
2,1,1,4,1,0,0,0,1,0
2,1,10,12,1,1,1,1,1,1
2,1,6,8,1,1,1,0,1,1
2,1,5,4,1,0,1,0,2,1
2,1,4,4,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,8,7,1,1,1,0,1,1
2,1,7,4,1,0,1,0,2,1
2,1,6,4,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,7,7,1,1,1,0,1,1
2,1,6,5,1,0,1,0,2,1
2,1,4,5,1,1,1,0,1,1
2,1,3,3,1,0,0,0,3,1
2,1,3,3,1,1,0,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,10,9,1,0,1,1,2,1
2,1,8,9,1,1,1,1,1,1
2,1,7,7,1,0,1,1,2,1
2,1,6,7,1,1,1,1,1,1
2,1,2,4,1,1,1,0,1,1
2,1,1,2,1,0,0,0,3,1
2,1,1,2,1,1,0,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,7,8,1,1,1,0,1,1
2,1,6,5,1,0,1,0,2,1
2,1,4,5,1,1,1,0,1,1
2,1,3,2,1,0,0,0,3,1
2,1,3,2,1,1,0,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,9,7,1,1,1,0,1,1
2,1,8,5,1,0,1,0,2,1
2,1,7,5,1,1,1,0,1,1
2,1,6,2,1,0,1,0,2,1
2,1,5,2,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,10,9,1,0,1,1,2,1
2,1,9,9,1,1,1,1,1,1
2,1,6,5,1,1,1,0,1,1
2,1,5,3,1,0,1,0,2,1
2,1,3,3,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,0
2,1,8,10,1,0,1,1,2,0
2,1,6,10,1,1,1,1,1,0
2,1,2,7,0,1,0,0,3,0
2,1,2,8,1,0,0,0,1,0
2,1,10,12,1,1,1,1,1,1
2,1,9,10,1,0,1,1,2,1
2,1,8,10,1,1,1,1,1,1
2,1,7,8,1,0,1,1,2,1
2,1,5,8,1,1,1,1,1,1
2,1,3,3,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,5,7,1,1,1,0,1,1
2,1,4,3,1,0,1,0,2,1
2,1,3,3,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,10,8,1,0,1,1,2,1
2,1,9,8,1,1,1,1,1,1
2,1,5,4,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,6,7,1,1,1,0,1,1
2,1,5,5,1,0,1,0,2,1
2,1,4,5,1,1,1,0,1,1
2,1,3,3,1,0,0,0,3,1
2,1,3,3,1,1,0,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,9,9,1,1,1,0,1,1
2,1,8,7,1,0,1,0,2,1
2,1,7,7,1,1,1,0,1,1
2,1,6,5,1,0,1,0,2,1
2,1,5,5,1,1,1,0,1,1
2,1,4,3,1,0,1,0,2,1
2,1,2,3,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,0
2,1,6,8,1,1,1,0,1,0
2,1,5,6,1,0,1,0,2,0
2,1,3,6,0,1,0,0,3,0
2,1,3,7,1,0,0,0,1,0
2,1,11,12,1,1,1,1,1,1
2,1,9,9,1,1,1,0,1,1
2,1,8,5,1,0,1,0,2,1
2,1,6,5,1,1,1,0,1,1
2,1,5,3,1,0,1,0,2,1
2,1,3,3,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,9,9,1,0,1,1,2,1
2,1,7,9,1,1,1,1,1,1
2,1,5,4,1,1,1,0,1,1
2,1,4,2,1,0,1,0,2,1
2,1,2,2,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,8,7,1,1,1,0,1,1
2,1,7,4,1,0,1,0,2,1
2,1,5,4,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,8,9,1,1,1,0,1,1
2,1,7,6,1,0,1,0,2,1
2,1,6,6,1,1,1,0,1,1
2,1,5,3,1,0,1,0,2,1
2,1,3,3,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,7,7,1,1,1,0,1,1
2,1,6,4,1,0,1,0,2,1
2,1,5,4,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,9,9,1,1,1,0,1,1
2,1,8,5,1,0,1,0,2,1
2,1,6,5,1,1,1,0,1,1
2,1,5,2,1,0,1,0,2,1
2,1,4,2,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,8,7,1,1,1,0,1,1
2,1,7,3,1,0,1,0,2,1
2,1,6,3,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,9,7,1,1,1,0,1,1
2,1,8,3,1,0,1,0,2,1
2,1,7,3,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,8,10,1,0,1,1,2,1
2,1,7,10,1,1,1,1,1,1
2,1,6,7,1,0,1,1,2,1
2,1,4,7,1,1,1,1,1,1
2,1,3,3,1,0,0,1,3,1
2,1,3,3,1,1,0,1,1,1
2,1,11,12,1,1,1,1,1,1
2,1,7,8,1,1,1,0,1,1
2,1,6,6,1,0,1,0,2,1
2,1,5,6,1,1,1,0,1,1
2,1,4,2,1,0,1,0,2,1
2,1,3,2,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,8,8,1,1,1,0,1,1
2,1,7,6,1,0,1,0,2,1
2,1,6,6,1,1,1,0,1,1
2,1,5,4,1,0,1,0,2,1
2,1,3,4,1,1,1,0,1,1
2,1,2,2,1,0,0,0,3,1
2,1,2,2,1,1,0,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,6,8,1,1,1,0,1,1
2,1,5,5,1,0,1,0,2,1
2,1,4,5,1,1,1,0,1,1
2,1,3,2,1,0,0,0,3,1
2,1,3,2,1,1,0,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,5,7,1,1,1,0,1,1
2,1,4,3,1,0,1,0,2,1
2,1,3,3,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,8,9,1,0,1,1,2,1
2,1,7,9,1,1,1,1,1,1
2,1,4,5,1,1,1,0,1,1
2,1,3,3,1,0,0,0,3,1
2,1,3,3,1,1,0,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,6,8,1,1,1,0,1,1
2,1,5,4,1,0,1,0,2,1
2,1,4,4,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,9,8,1,0,1,1,2,1
2,1,7,8,1,1,1,1,1,1
2,1,4,5,1,1,1,0,1,1
2,1,3,3,1,0,0,0,3,1
2,1,3,3,1,1,0,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,9,9,1,0,1,1,2,1
2,1,8,9,1,1,1,1,1,1
2,1,6,5,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,6,9,1,1,1,0,1,1
2,1,5,5,1,0,1,0,2,1
2,1,3,5,0,1,0,0,3,1
2,1,3,6,1,0,0,0,1,1
2,1,1,2,1,1,0,0,2,1
2,1,1,3,1,0,0,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,8,8,1,0,1,1,2,1
2,1,6,8,1,1,1,1,1,1
2,1,3,3,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,7,8,1,1,1,0,1,1
2,1,6,4,1,0,1,0,2,1
2,1,5,4,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,7,8,1,1,1,0,1,1
2,1,6,5,1,0,1,0,2,1
2,1,5,5,1,1,1,0,1,1
2,1,4,3,1,0,1,0,2,1
2,1,3,3,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,8,8,1,1,1,0,1,1
2,1,7,4,1,0,1,0,2,1
2,1,5,4,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,7,9,1,1,1,0,1,1
2,1,6,5,1,0,1,0,2,1
2,1,4,5,1,1,1,0,1,1
2,1,3,2,1,0,0,0,3,1
2,1,3,2,1,1,0,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,6,9,1,1,1,0,1,1
2,1,5,5,1,0,1,0,2,1
2,1,3,5,0,1,0,0,3,1
2,1,3,6,1,0,0,0,1,1
2,1,1,2,1,1,0,0,2,1
2,1,1,3,1,0,0,0,1,1
2,1,9,12,1,1,1,1,1,1
2,1,5,7,1,1,1,0,1,1
2,1,4,3,1,0,1,0,2,1
2,1,3,3,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,7,8,1,1,1,0,1,1
2,1,6,4,1,0,1,0,2,1
2,1,5,4,1,1,1,0,1,1
2,1,9,12,1,1,1,1,1,0
2,1,5,9,1,1,1,0,1,0
2,1,4,5,1,0,1,0,2,0
2,1,3,5,0,1,0,0,3,0
2,1,3,6,1,0,0,0,1,0
2,1,10,12,1,1,1,1,1,1
2,1,7,9,1,1,1,0,1,1
2,1,6,6,1,0,1,0,2,1
2,1,5,6,1,1,1,0,1,1
2,1,4,3,1,0,1,0,2,1
2,1,3,3,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,8,7,1,1,1,0,1,1
2,1,7,3,1,0,1,0,2,1
2,1,6,3,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,10,9,1,0,1,1,2,1
2,1,9,9,1,1,1,1,1,1
2,1,8,7,1,0,1,1,2,1
2,1,7,7,1,1,1,1,1,1
2,1,5,3,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,7,8,1,1,1,0,1,1
2,1,6,4,1,0,1,0,2,1
2,1,4,4,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,8,7,1,1,1,0,1,1
2,1,7,5,1,0,1,0,2,1
2,1,6,5,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,9,8,1,0,1,1,2,1
2,1,8,8,1,1,1,1,1,1
2,1,7,6,1,0,1,1,2,1
2,1,6,6,1,1,1,1,1,1
2,1,2,3,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,0
2,1,6,8,1,1,1,0,1,0
2,1,5,6,1,0,1,0,2,0
2,1,3,6,0,1,0,0,3,0
2,1,3,7,1,0,0,0,1,0
2,1,9,12,1,1,1,1,1,0
2,1,6,7,1,1,1,0,1,0
2,1,5,5,1,0,1,0,2,0
2,1,3,5,0,1,0,0,3,0
2,1,3,6,1,0,0,0,1,0
2,1,11,12,1,1,1,1,1,1
2,1,9,8,1,1,1,0,1,1
2,1,8,4,1,0,1,0,2,1
2,1,7,4,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,9,8,1,1,1,0,1,1
2,1,8,4,1,0,1,0,2,1
2,1,6,4,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,8,8,1,1,1,0,1,1
2,1,7,6,1,0,1,0,2,1
2,1,5,6,1,1,1,0,1,1
2,1,4,3,1,0,1,0,2,1
2,1,2,3,1,1,1,0,1,1
2,1,11,12,1,1,1,1,1,1
2,1,8,8,1,1,1,0,1,1
2,1,7,6,1,0,1,0,2,1
2,1,6,6,1,1,1,0,1,1
2,1,5,4,1,0,1,0,2,1
2,1,4,4,1,1,1,0,1,1
2,1,3,2,1,0,0,0,3,1
2,1,3,2,1,1,0,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,6,9,1,1,1,0,1,1
2,1,5,5,1,0,1,0,2,1
2,1,4,5,1,1,1,0,1,1
2,1,3,2,1,0,0,0,3,1
2,1,3,2,1,1,0,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,9,10,1,0,1,1,2,1
2,1,8,10,1,1,1,1,1,1
2,1,5,7,1,1,1,0,1,1
2,1,4,3,1,0,1,0,2,1
2,1,3,3,1,1,1,0,1,1
2,1,10,12,1,1,1,1,1,1
2,1,7,7,1,1,1,0,1,1
2,1,6,5,1,0,1,0,2,1
